LABEL,TEXT,URL,EMAIL,PHONE
spam,republic day offer recharge by rs  get upto rs tt along with gb data plus unltd wa fb tw for  daysdial  for best offertnc applyrgsm,No,No,No
smishing,Do n't forget to choose a new plan at bit.ly/2yLI1VO If you do n't choose a new plan you 'll move to a one month Sim Only plan on 21/04 as detail in our recent message,No,No,No
smishing,XXXX be your OTP One Time Password for log into the OYO app For security reason do not share the OTP 9e8LjwZDn0G XXXX be your OTP One Time Password for log into the OYO app For security reason do not share the OTP 9e8LjwZDn0G,No,No,No
smishing,Rs XXXX w d at SBI ATM SENA007895621 BAWANA NORTH WEST fm A cx2637on22 XX XX Txn 4559.Avl bal Rs8528.74.If not do by you forward this SMS from mobile number register with SBI to XXXXXXXXXX to block your card You may also call 1-800-111109.Download YONO www.yonosbi.com,Yes,No,Yes
smishing,"Join us at Property Sales Event & avail event-only discounts on 20th & 21st Feb from 10AM-7PM at Crystal Ballroom, Marriott Hotel, Islamabad. Call 051-111333333",No,No,Yes
spam,"Highest Returns Ever. Offer valid for 10 days only! Invest 20 Lac to get PKR 540,000/- Return per year. 100% refundable after 6 months in 45 days. 03175427306",No,No,Yes
ham,Pls help me tell Ashley that i cant find her number oh,No,No,No
spam,colgate pain out gives clinically effective relief from odontologia in just  minutes exclusively for chemists order now  get a  scheme,No,No,No
spam,globalepartner all in  is packed by seller and ready to be shipped you will get tracking details once we ship it,No,No,No
smishing,Already use a credit card You be eligible for new card with benefit of 71L FREE petrol also get voucher worth Rs750 Apply http://nmc.sg/jvJBi5 now,Yes,No,No
ham,Good Morning plz call me sir..I want to talk to u�something urgent�,No,No,No
spam,"""Your interview went well. We require your birthdate and complete address to move forward with the hiring process.""",No,No,No
spam,hey  join me on hike the only indian messaging app send docs  ppts  mps upto mb each get it now  httphikein,No,No,No
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,No,No,No
spam,hi darreh  last day of flat  off at globus grab your favourite apparel  lowest prices  stay stylish rush now tc,No,No,No
spam,get upto off on chairs  extra  off at bitlyopgrqh  use code kart,No,No,No
ham,Be happy there. I will come after noon,No,No,No
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",No,No,No
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",No,No,No
spam,We have issue a new video communication regard COVID-19 restriction and how to protect yourself against the coronavirus http://covid19 guidelines.com/,Yes,No,No
spam,lowest price challenge metro wholesale ankur cottonseed oil ltr rs  ponds dreamflower talc g rs off  puma sports shoes rs valid till aprtc,No,No,No
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",No,No,Yes
spam,cust id  recharged with rs balance rs  due date   fitoor on dh cinema frm may subscribe at rspm give miscall on,No,No,No
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,No,No,No
smishing,s honda jazz  rs amaze  rs brio  rs call    dont miss the chance limited stock geekay honda raipur,No,No,No
spam,"Stay warm with Diners Winter Clearance Sale, Avail Flat 20% & 30% Off on all items of Men,Women,Kids & Footwear from 8th Jan.Visit store or shop @ diners.com.pk",No,No,No
spam,discount offer up to on all publications  all types of competitive examsbooks validtill th march callstudy circle book stall nashikph,No,No,No
ham,if you text on your way to cup stop that should work. And that should be BUS,No,No,No
smishing,get  cashback on nexus p smartphone just buy on  month emi with sbi card validitydec valid at select stores visit httpbitlyioxvw for store list tc apply,No,No,No
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,No,No,No
smishing,3353.Dear Customer your A'TM card have be block if you want to update contact us this number XXXXXXXXXX XXXXXXXXXX,No,No,No
spam,our biggest sale ever voltas  ton  star window ac httpgooglvtfov hitachi  ton  star window ac httpgooglqklael nextdaydelivery,No,No,No
ham,Great! How is the office today?,No,No,No
spam,dunnom still on painkillers so i dunno how much pain there when they take me off itdepending on that i can sty or leave,No,No,No
smishing,mb g   days validity download latest tamil song free httpwynkinmutn on wynk music data charges apply,No,No,No
spam,register If this be NOT do by you please visit http://canceldevice,Yes,No,No
smishing,come  be part of the latest town of the townjoynest moh excellent location on  ft wide airport road mohali  bhk   lacs call,No,No,No
spam,grab upto rs  off on jabong using oxigen wallet use promocode oxigen valid till st dec look your chilly best this winters httpbitlymbrgwo,No,No,No
ham,I love you both too :-),No,No,No
ham,I cant pick the phone right now. I am busy,No,No,No
spam,Your package be on hold Confirmation must be do in the next XX hour DL416013 http://bit.ly/3fGjBE2,Yes,No,No
smishing,babyoye by mahindra is delighted to gift voucher worth rs present this message  and avail  rs offuse code ozoqdd valid till may in stores tnc,No,No,No
smishing,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 100 FREE text + FREE camcorder Reply or Call 08000930705,No,No,Yes
spam,now enjoy mb g data on reliance g pack of rs validity  daysdial  for best offersreliance g,No,No,No
ham,Am I the only one who doesn't stalk profiles?,No,No,No
ham,What happened to our yo date?,No,No,No
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",No,No,No
smishing,YOUR MOBILE NUMBER HAVE BEEN AWARDED 4.65 CRORE FROM SAMSUNG COMPANY PROMO TO RECEIVE SEND NAME ADDS AGE MOBILE REPLY TO samsunguk2017uk outl ook.com 16:07,No,No,No
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",No,No,No
smishing,Your account have have unusual login activity and have be lock To unlock please visit http://51.15.93.98,Yes,No,Yes
spam,mr shyam andromeda sales and distribution    dani corporate park  c s t road  kalina santacruz,No,No,No
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,No,No,No
smishing,HMRC Records show you be overdue a refund of ÃÂ£ 402.33 follow a tax rebate in the year XXXX-XXXX Please proceed via gov-rebate.link,No,No,No
smishing,CharlesSchwabAcgy7b.aq60:Your account has been locked due to ununsual transactions.visit https://institutohaquira.ed,Yes,No,No
spam,grab a bite of some lipsmacking flavours at home order now  get flat  off   cashback  wwwlazeezpunecom  use coupon l tc,No,No,No
smishing,You have X BitCoin in your account Confirm your account here http://go21.ink/10k5 Current market value 7393.67 GBP,Yes,No,No
smishing,"VZW FREE MSG Thank you we appreciate your assistance To immediately block message from this sender please visitVZW FREE MSG Thank you for report spam Please reply with the sender 's number Messages send to XXXX be share with security provider to help prevent spamIndiana.Gov have fund your claim account with 4,900 Go to link below to process it http://beauty bewitched.com/Indiana/uplink",Yes,No,No
spam,only for rs  get a gb sandisk cruzer blade pen drive at the best price only on ebay hurry  shop on httpgooglqhqyq with coupon ebyoffer,No,No,No
spam,nature care centerexpertise of spain ahmedabad    get full body massagewith membership thai therapiesonly visit once,No,No,No
spam,the body shopcelebrating beauty this diwalionline exclusive off on any  products site widefree shipping on all ordersshop now  wwwthebodyshopin tc,No,No,No
spam,shop more save more with askmegrocery get  off on min order of  use flat get  off on min order of  use flat visit googluwqj,No,No,No
smishing,"RMO Credit Cash out RM3,000 form card end no XXXX successful on XX DEC Information system send Call PBB XXXX-XX-XXXX for any query",No,No,No
ham,Just taste fish curry :-P,No,No,No
smishing,IRCTC App UPI have request money from you on PhonePe Rs 691.8 will be debit from your account on approve the request http://phon.pe/qjclpuey,Yes,No,No
smishing,HL Your card end XXXX have beencredited with RM2899.00 at SHOPEE Pls call XX XXXX XXXX for enq,No,No,No
smishing,"Hello Dear You 're sele cted_under BusinessLoa n_Yojana of Rs 69,85000 Verify your detail http://bit.ly 2NNjSpW Loan for exist ing Business only Check Business Loan Business Loan Eligibility Calculator ... http://bit.ly/2NNjSpW",Yes,No,No
spam,data pack ke sath talktime offer recharge by rs  get upto rs tt along with gb data plus unltd wa fb tw for  daysdial  for best offerrgsm,No,No,No
spam,Good news It 's time to collect your reservation from Wallsend Silverlink Shopping Park Just pop in by X T with reservation nord,No,No,No
spam,up to  off nonstick cookware  gas stovesstar hyper get rs  off for your old gas burner  rs  off for your old nonstick cookware  upto  off new gas burners  nonstick cookware from prestige  nirlep  bajaj  crystal  usha  nirlon  many more it doesnt get bigger than this rush nowtc,No,No,No
spam,PRICE DROP on your favourite boAt Airdopes XXX Rockerz XXX Stone XXXX Offer valid till limit time only Shop Now at http://nmc.sg/ kl79kb,Yes,No,No
smishing,DHL Your parcel be arrive track here http://durajobs.in/a/ ceg3npw5dlal,Yes,No,No
ham,Just come home. I don't want u to be miserable,No,No,No
smishing,deal of the dayget  percent off on lingerie on minimum value of rs  from zivame promo code afomg click httpbitlylwdoe  valid till  march,No,No,No
smishing,Congrats Your Credit Card upto Limit Rs XXXXXX be Ready for Pre Approval T C Apply BnkBzr Apply- http://1kx.in/35Nimh,Yes,No,No
spam,pecial Offer for Delhi customers. Recharge with Rs75 while on Roaming any where across India & get Full Talktime of Rs75. Talktime valid for 7 days,No,No,No
spam,Reduce your stress.Stress/anxiety can temporarily increase blood pressure.More Tips on How to Control High Blood Pressure.Txt Bp to 35240. Cost N100 /30 days,No,No,No
smishing,hi asha palival thank you for dialling  special offer for you is talk to stars to subscribe  dial toll free now,No,No,No
ham,Really dun bluff me leh... U sleep early too. Nite...,No,No,No
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",Yes,No,Yes
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",No,No,No
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,No,No,Yes
spam,dear customer travel plans looking for hotel deals book through smartbuy get up to rs   cashback instant waiver of rs   know more on http bit ly eqthg,No,No,No
ham,And by when you're done I mean now,No,No,No
spam,super dhamaka save big upto  on grocery flat  extra  on mobikwik code ss ghar bharo sale hurry ending soon min order wwwaskmegrocerycom,No,No,No
smishing,mcdonalds match day offer purchase above  and get mcchicken or mcveggie free code sms tc call  or click wwwgsimmtjyrkzgebvz,No,No,No
smishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com,Yes,No,No
smishing,"Hello Olivia, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences: e3fmr.info/onAyXsVfomA",No,No,No
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",No,No,No
spam,you had recharged with rs reliance special g offeryou are credited with extra  gb data under special g offerreliance,No,No,No
smishing,last  hours left air costa sale is here get rs off on every ticket hurry  book now on makemytrip app mdealcotmjumjung,No,No,No
ham,Wen did you get so spiritual and deep. That's great,No,No,No
